head,pct_retained,sens_p0.1,spec_p0.1,sens_p0.2,spec_p0.2,sens_p0.5,spec_p0.5
l6_h4,0.0803,0.7173100871731009,0.7635098401652712,0.28393524283935245,0.9485701859301946,0.024283935242839352,0.9981515711645101
l6_h5,0.29205,0.9965759287793187,0.053534854156366975,0.9346002396849854,0.23342043929656048,0.009587399417907892,0.9955505332297478
l6_h6,0.26505,0.9990567817392945,0.00557861078984965,0.9196378041878891,0.2183822028709436,0.0011318619128466328,0.9991836179331928
l6_h7,0.1609,0.9235550031075201,0.5343224883804076,0.723741454319453,0.7572994875461805,0.11901802361715351,0.9770587534262901
l7_h0,0.04965,0.5498489425981873,0.9070868627347819,0.3423967774420947,0.965118114378913,0.059415911379657606,0.9976850633976956
l7_h1,0.00555,0.3333333333333333,0.9986424656845493,0.3333333333333333,0.9986424656845493,0.3333333333333333,0.9986424656845493
l7_h2,0.0735,0.645578231292517,0.7949811117107394,0.30272108843537415,0.9471127900701565,0.006802721088435374,0.9998381003777658
l7_h3,0.11,0.8190909090909091,0.654438202247191,0.5209090909090909,0.8638202247191011,0.04681818181818182,0.996123595505618
l7_h4,0.00635,0.29133858267716534,0.998540733658733,0.29133858267716534,0.9986413727167514,0.29133858267716534,0.9986413727167514
l7_h5,0.00625,0.296,0.9986415094339622,0.296,0.9986415094339622,0.0,1.0
l7_h6,0.0196,0.1326530612244898,0.9957670338637291,0.09438775510204081,0.9986230110159119,0.0,1.0
l7_h7,0.09975,0.6741854636591479,0.7178561510691475,0.2967418546365915,0.9408497639544571,0.0,1.0
l8_h0,0.1951,0.9531009738595592,0.28401043607901605,0.7037416709379806,0.6547397192197788,0.0717580727831881,0.9863958255683936
l8_h1,0.1596,0.8991228070175439,0.5760947168015231,0.7189849624060151,0.7730842455973346,0.18828320802005014,0.9686458829128987
l8_h2,0.1618,0.9196538936959209,0.2881770460510618,0.4953646477132262,0.7562634216177523,0.007107540173053152,0.998329754235266
l8_h3,0.225,0.9726666666666667,0.20387096774193547,0.7682222222222223,0.5361935483870968,0.04733333333333333,0.9882580645161291
l8_h4,0.0389,0.5295629820051414,0.9199875143065238,0.24293059125964012,0.98262407657892,0.05269922879177378,0.9985433357611071
l8_h5,0.08475,0.7876106194690266,0.7458617863971593,0.4902654867256637,0.9031412182463807,0.04070796460176991,0.9973777656378039
l8_h6,0.02305,0.3036876355748373,0.9695480833205384,0.12581344902386118,0.9950355698858693,0.0,0.9999488203081017
l8_h7,0.0688,0.7318313953488372,0.8520189003436426,0.5087209302325582,0.9306808419243986,0.12863372093023256,0.9917310996563574
l9_h0,0.09895,0.7766548762001011,0.6992952666333722,0.4901465386558868,0.8797514011431108,0.03638201111672562,0.9961156428611064
l9_h1,0.1152,0.8472222222222222,0.7066003616636528,0.6358506944444444,0.8647151898734177,0.1675347222222222,0.9831600361663653
l9_h2,0.06885,0.6056644880174292,0.8354722654781721,0.280319535221496,0.9574719432959244,0.015250544662309368,0.9987112710089674
l9_h3,0.08765,0.778094694808899,0.7719077108565792,0.4854535082715345,0.9120951389269469,0.04620650313747861,0.995451307064175
l9_h4,0.11845,0.8493035035880118,0.6336566275310532,0.5360911777121148,0.8582610175259486,0.03208104685521317,0.9963133117803868
l9_h5,0.0082,0.22560975609756098,0.9986388384754991,0.22560975609756098,0.9986388384754991,0.0,1.0
